dirid,fullname,ethnicity
850.0,D PAUL JONES JR,Unknown
851.0,JOHN S STEIN,Unknown
852.0,BRUCE M. SMITH,Caucasian
853.0,THOMAS O BARNES,Caucasian
854.0,THEODORE E. MARTIN,African-American
855.0,GEORGE T CARPENTER,Caucasian
856.0,W. KEITH KENNEDY JR.,Caucasian
857.0,WALTER J. ZABLE,Caucasian
858.0,WALTER C. ZABLE,Unknown
860.0,R. RANDALL ROLLINS,Caucasian
861.0,HENRY B SCHACHT,Caucasian
862.0,STEVEN C. WALSKE,Caucasian
863.0,C. RICHARD HARRISON,Caucasian
864.0,THEODORE M. SOLSO,Caucasian
866.0,ANDRE B LACY,Caucasian
867.0,L BEN LYTLE,Caucasian
868.0,DENNIS D DAMMERMAN,Caucasian
869.0,ROGER S PENSKE,Caucasian
870.0,CHARLES W BATTEY,Caucasian
871.0,CHARLES K. VAUGHAN,Caucasian
872.0,RICHARD WARE II,Caucasian
873.0,MARILOU M VON FERSTEL,Caucasian
874.0,W AUGUST HILLENBRAND,Caucasian
875.0,RAY J. HILLENBRAND,Caucasian
879.0,STUART L. SCOTT,Caucasian
880.0,ROBERT W MAHONEY,Unknown
883.0,JOE T FORD,Caucasian
884.0,JOEL B ALVORD,Caucasian
885.0,JOHN I. KIECKHEFER,Caucasian
886.0,DAVID M LAWRENCE,Caucasian
889.0,STEPHEN P MUNN,Caucasian
890.0,WILLIAM O ALBERTINI,Unknown
891.0,LAWRENCE T. BABBIO JR.,Caucasian
892.0,JAMES G. CULLEN,Caucasian
893.0,RONALD L OLSON,Caucasian
895.0,WILLIAM R COOK,Caucasian
896.0,M. DOUGLAS IVESTER,Unknown
901.0,WILLIAM M JORDAN,Unknown
902.0,VINCENT A. CALARCO,Caucasian
903.0,GARY L NEALE,Unknown
904.0,R DREIER,Caucasian
905.0,ROGER W KOBER,Unknown
909.0,DAVID A. DABERKO,Caucasian
910.0,WILLIAM  R. ROBERTSON,Caucasian
911.0,DAVID H HOAG,Caucasian
913.0,CLIFFORD L GREENWALT,Caucasian
915.0,WALTER DODS,Caucasian
918.0,ZUHEIR SOFIA,Caucasian
919.0,TRANUM FITZPATRICK,Unknown
921.0,DAVID B. O'MALEY,Caucasian
922.0,CHARLES S MECHEM JR,Caucasian
923.0,JERRY A GRUNDHOFER,Caucasian
924.0,PHILIP A LLOYD II,Caucasian
925.0,STEPHEN E MYERS,Caucasian
926.0,JOHN T LAMACCHIA,Caucasian
927.0,JOHN E JACOB,
928.0,ROBERT H WEST,Caucasian
930.0,DANIEL P AMOS,Caucasian
931.0,ELIZABETH C OGIE,Caucasian
932.0,H PAGE,Caucasian
933.0,RICHARD E ANTHONY,Caucasian
934.0,JOE E. BEVERLY,Caucasian
935.0,JAMES H BLANCHARD,Caucasian
937.0,WILLIAM B TURNER,Caucasian
938.0,JAMES D. YANCEY,Caucasian
939.0,W BRIAN MATSUYAMA,
940.0,CARL BURNHAM JR,Caucasian
942.0,G ALEX BERNHARDT SR,Caucasian
943.0,EDWARD E CRUTCHFIELD,Caucasian
944.0,DAVID H. KOMANSKY,Caucasian
945.0,GORDON D HARNETT,Caucasian
946.0,JOSEPH J ROSS,Unknown
947.0,MASON H LAMPTON,Caucasian
948.0,BARRY J FITZPATRICK,Caucasian
950.0,MICKY ARISON,Caucasian
951.0,HOWARD S FRANK,Caucasian
953.0,SHERWOOD M WEISER,Caucasian
954.0,UZI ZUCKER,Caucasian
957.0,KERRY K KILLINGER,Caucasian
959.0,WILLIAM A. OSBORN,Caucasian
960.0,ROBERT A HELMAN,Caucasian
961.0,WINSLOW H BUXTON,Caucasian
963.0,LUDVIK F KOCI,Unknown
968.0,STANLEY N PONTIUS,Caucasian
969.0,ROBERT H DICKINSON,Caucasian
970.0,A KIRK LANTERMAN,Caucasian
972.0,ROBERT G. WILMERS,Caucasian
973.0,WARREN B RUDMAN,Caucasian
974.0,HERBERT W BOYER,Caucasian
976.0,RICHARD J. DAHL,Caucasian
977.0,FREDERICK R MEYER,Caucasian
978.0,PATRICK G RYAN,Caucasian
980.0,THOMAS J USHER,Caucasian
981.0,WILLIAM F ZUENDT,Caucasian
982.0,CARL E REICHARDT,Caucasian
986.0,ROBERT A PAUL,Caucasian
987.0,WILLIAM G. BARES,Caucasian
988.0,DAVID A SPINA,Unknown
989.0,MARSHALL N. CARTER,Caucasian
990.0,ROBERT E WEISSMAN,Caucasian
991.0,TRUMAN S CASNER,Caucasian
992.0,DENNIS J KUESTER,Caucasian
994.0,"PETER M. PLATTEN, III",Caucasian
996.0,WALLACE D MALONE JR,Unknown
997.0,SUMMERFIELD K JOHNSTON III,Caucasian
998.0,STACEY J. MOBLEY,African-American
999.0,GEORGE H BENTER JR,Caucasian
1000.0,RICHARD L BLOCH,Caucasian
1001.0,CHARLES S CROMPTON JR,Caucasian
1002.0,BRAM GOLDSMITH,Unknown
1003.0,JOEL J. COHEN,Caucasian
1006.0,ALEXANDER P LYNCH,Caucasian
1007.0,PETER C. BROWNING,Caucasian
1008.0,F LH COKER,Caucasian
1012.0,JAMES E. ROGERS,Caucasian
1015.0,ROBERT S. CLINE,Caucasian
1017.0,RICHARD L CARRION,Hispanic
1022.0,ROBERT F CLARKE,Caucasian
1023.0,BILL D MILLS,Caucasian
1025.0,A. MAURICE MYERS,Caucasian
1026.0,JEFFREY N. WATANABE,Asian
1028.0,TIMOTHY C BROWN,Caucasian
1029.0,RAYMOND V GILMARTIN,Caucasian
1030.0,SAMUEL O. THIER,Caucasian
1031.0,ROZANNE L RIDGWAY,Caucasian
1032.0,JOHN W. BROWN,Caucasian
1033.0,GEORGE H GLATFELTER II,Unknown
1036.0,M A JOHNSON II,Caucasian
1037.0,JOHN M HENNESSY,Caucasian
1038.0,THOMAS E. GOTTWALD,Caucasian
1039.0,CHARLES B. WALKER,Caucasian
1040.0,EDWARD T. FOGARTY,Caucasian
1041.0,HOWARD B WENTZ JR,Caucasian
1042.0,GEORGE E WARDEBERG,Caucasian
1052.0,DALE R. LAURANCE,Caucasian
1054.0,JOHN F RIORDAN,Unknown
1056.0,RAYMOND ZIMMERMAN,Caucasian
1057.0,ROBERT E EVANS,Unknown
1058.0,WILLIAM A COOPER,Caucasian
1059.0,THOMAS A CUSICK,Caucasian
1060.0,RALPH STRANGIS,Unknown
1061.0,THOMAS J MAY,Caucasian
1062.0,ROBERT C BLATTBERG,Caucasian
1063.0,RALPH HORN,Caucasian
1064.0,THOMAS A MCCONOMY,Caucasian
1066.0,DONALD M. ENGELMAN,Caucasian
1067.0,J HERBERT BOYDSTUN,Caucasian
1068.0,E R CAMPBELL,Caucasian
1070.0,GERARD C. KEEGAN,Caucasian
1071.0,SPENCER F ECCLES,Caucasian
1072.0,T J RODGERS,Caucasian
1073.0,FRED B BIALEK,Caucasian
1075.0,DENNIS C BOTTORFF,Caucasian
1076.0,C DOWD RITTER,Caucasian
1079.0,DAVID W KEMPER,Caucasian
1080.0,W. THOMAS GRANT,Caucasian
1081.0,JAMES HEBENSTREIT,Caucasian
1082.0,ROBERT O. VIETS,Caucasian
1083.0,JACKSON W MOORE,Caucasian
1084.0,HELGE H. WEHMEIER,Caucasian
1085.0,DAVID FREEMAN,Unknown
1086.0,HARRY C STONECIPHER,Caucasian
1087.0,WILLIAM R. FENOGLIO,Caucasian
1088.0,LESTER J KAPLAN,Unknown
1089.0,WILLIAM R GRANT,Caucasian
1090.0,JOHN W. ROWE,Caucasian
1091.0,MOGENS BAY,Caucasian
1092.0,WALTER SCOTT JR,Caucasian
1094.0,ALEXANDER C. KEMPER,Caucasian
1097.0,"DAVID R. BRADLEY, JR.",Caucasian
1098.0,MICHAEL A TEMBREULL,Unknown
1099.0,MARK PIGOTT,Caucasian
1100.0,DEREK C HATHAWAY,Caucasian
1101.0,GLEN H HINER,Caucasian
1102.0,WILLIAM W COLVILLE,Caucasian
1103.0,PETER S. REDDING,Caucasian
1104.0,PAUL H GRANZOW,Unknown
1105.0,BRENT SCOWCROFT,Caucasian
1107.0,ROGER W HALE,Caucasian
1108.0,WILLIAM C. BALLARD JR.,Caucasian
1111.0,CHRIS T SULLIVAN,Unknown
1112.0,ROBERT D BASHAM,Caucasian
1113.0,ROBERT S. MERRITT,Caucasian
1114.0,FRED S. HUBBELL,Caucasian
1115.0,MICHAEL H JORDAN,Caucasian
1116.0,JON F CHAIT,Caucasian
1118.0,JOHN F GRUNDHOFER,Caucasian
1119.0,DENNIS STEVENSON,Caucasian
1121.0,RICHARD D HORSLEY,Caucasian
1123.0,GEOFFREY B BLOOM,Caucasian
1124.0,TIMOTHY J. O'DONOVAN,Caucasian
1125.0,ALBERTO L GRIMOLDI,Caucasian
1129.0,RAPHAEL BENAROYA,Unknown
1130.0,ROBERT KELLEY,Caucasian
1132.0,WILLIAM B RUGER JR,Caucasian
1135.0,ROY E PARROTT,Caucasian
1137.0,PAUL NEWHAGEN,Unknown
1138.0,RICHARD O BERNDT,Caucasian
1139.0,NADER F DAREHSHORI,Caucasian
1140.0,C B HUDSON,Caucasian
1141.0,R K RICHEY,Caucasian
1143.0,RICHARD G TILGHMAN,Caucasian
1145.0,PAUL G VAN WAGENEN,Caucasian
1146.0,FRED HASSAN,Asian
1147.0,CLIFFORD L ALEXANDER JR,
1148.0,WILLIAM G. CURRIE,Caucasian
1149.0,PETER F SECCHIA,Caucasian
1150.0,JOHN F. FIEDLER,Caucasian
1151.0,HOWARD L CLARK JR,Caucasian
1152.0,JOHN J. HANNAN,Unknown
1153.0,MICHAEL S. GROSS,Caucasian
1154.0,LEON D BLACK,Unknown
1155.0,RICHARD B. LOYND,Caucasian
1156.0,ROBERT A CORNOG,Caucasian
1159.0,ROBERT J ALLISON JR.,Caucasian
1160.0,BENJAMIN F MONTOYA,Caucasian
1164.0,JOHN J. BURNS JR.,Caucasian
1166.0,DAN R CARMICHAEL,Caucasian
1168.0,GALE S FITZGERALD,Caucasian
1173.0,ROBERT A. KIERLIN,Caucasian
1174.0,STEPHEN M. SLAGGIE,Caucasian
1175.0,R. WILLIAM VAN SANT,Caucasian
1176.0,THOMAS F. CHAPMAN,Caucasian
1177.0,JOHN T RYAN III,Caucasian
1178.0,CALVIN A CAMPBELL JR,Caucasian
1179.0,PETER D. BEHRENDT,Caucasian
1180.0,GREGG A OSTRANDER,Caucasian
1181.0,KEVIN P DOWD,Unknown
1182.0,ALAN T DICKSON,Caucasian
1183.0,HUGH M CHAPMAN,Caucasian
1184.0,WILLIAM B TIMMERMAN,Caucasian
1185.0,LEE A AULT III,Caucasian
1187.0,LENNOX K BLACK,Caucasian
1188.0,DONALD BECKMAN,Caucasian
1189.0,LOREN K. CARROLL,Caucasian
1190.0,DOUGLAS L. ROCK,Caucasian
1191.0,NORWOOD H DAVIS JR,Caucasian
1193.0,JOSEPH M O'DONNELL,Unknown
1194.0,BERT SAGER,Unknown
1195.0,EDWARD S CROFT III,Unknown
1196.0,STEPHEN A OLLENDORFF,Unknown
1197.0,ROBERT G PAUL,Caucasian
1198.0,PHILIP W. COLBURN,Caucasian
1200.0,JERRY W NEELY,Unknown
1201.0,JOHN C. SERAMUR,Caucasian
1202.0,SIDNEY KIMMEL,Caucasian
1204.0,DONALD W GRIFFIN,Caucasian
1205.0,WALTER E BLANKLEY,Unknown
1206.0,LEWIS G COLE,Unknown
1207.0,DAVID P STEINMANN,Unknown
1208.0,PAUL A STROUP III,Caucasian
1209.0,JAMES H HANCE JR,Caucasian
1210.0,JOHN F MCDONNELL,Caucasian
1211.0,ELIZABETH ROSENWALD VARET,Caucasian
1212.0,DONALD G RUSSELL,Unknown
1215.0,HARRIS H. SIMMONS,Caucasian
1216.0,R. D. CASH,Caucasian
1218.0,LAURENCE SIMMONS,Caucasian
1219.0,WILLIAM K. HALL,Caucasian
1220.0,EDWARD F CULLITON,Unknown
1221.0,MICHAEL SIMPSON,Caucasian
1222.0,ALBERT C BERSTICKER,Unknown
1223.0,HECTOR R ORTINO,Hispanic
1224.0,CHARLES E JOHNSON II,Caucasian
1226.0,WILLARD R HOLLAND,Caucasian
1227.0,RONALD H ZECH,Unknown
1229.0,PETER B. LEWIS,Caucasian
1230.0,ALBERT J. BUDNEY JR.,Caucasian
1232.0,PATRICK T. STOKES,Caucasian
1233.0,HOWARD G BUFFETT,Caucasian
1235.0,DAVID R HARVEY,Caucasian
1237.0,ROGER R HEMMINGHAUS,Caucasian
1238.0,G GILMER MINOR III,Caucasian
1239.0,PAUL B LOYD JR,Unknown
1240.0,DRAYTON NABERS JR.,Caucasian
1241.0,GEORGE PERLEGOS,Unknown
1242.0,GUST PERLEGOS,Caucasian
1243.0,TSUNG-CHING WU,Asian
1244.0,NORM HALL,
1246.0,EDWARD H BUDD,Unknown
1248.0,WILLIAM E GREEHEY,Unknown
1249.0,JEROME W SANDWEISS,Unknown
1254.0,DAVID L OMACHINSKI,Caucasian
1259.0,WILLIAM F PATIENT,Unknown
1260.0,BERTRAND P COLLOMB,Caucasian
1261.0,MICHAEL K REILLY,Caucasian
1264.0,E STEPHEN PURDOM,Caucasian
1265.0,JOHN SHELBY AMOS II,Caucasian
1266.0,RICHARD C GREEN,Caucasian
1268.0,FRANKLIN M HUNDLEY,Unknown
1270.0,WILLIAM S. ANTLE III,Caucasian
1271.0,JOHN R BAKER,Unknown
1272.0,CHRISTOPHER H BERNARD MILLS,Caucasian
1273.0,JOSH S WESTON,Caucasian
1274.0,ANDREW N HEINE,Unknown
1275.0,G. STEVEN FARRIS,Caucasian
1276.0,RAYMOND PLANK,Caucasian
1277.0,JOHN A. KOCUR,Caucasian
1278.0,DOUGLAS J MCGREGOR,Caucasian
1279.0,MARTIN D WALKER,Caucasian
1280.0,J TREVOR EYTON,Caucasian
1283.0,NICHOLAS B. PAUMGARTEN,Caucasian
1284.0,JOHN H BURLINGAME,Caucasian
1286.0,PAUL K. SCRIPPS,Caucasian
1287.0,WILLIAM R BURLEIGH,Unknown
1288.0,MICHAEL MERRIMAN,Caucasian
1289.0,JAMES R. MOFFETT,Caucasian
1291.0,B M RANKIN JR,Caucasian
1292.0,THOMAS H CORSON,Unknown
1294.0,CLAIRE C SKINNER,Caucasian
1295.0,ARTHUR BROWN,Caucasian
1296.0,PHILIP G LUX,Caucasian
1300.0,ROBERT E SHAW,Unknown
1301.0,J HICKS LANIER,Caucasian
1303.0,W HIPP,Caucasian
1304.0,FREDERIC H BERTRAND,Caucasian
1305.0,BURL OSBORNE,Caucasian
1306.0,ROBERT W DECHERD,Caucasian
1307.0,WILLIAM T SOLOMON,Caucasian
1308.0,MICHAEL ZIERING,Unknown
1309.0,SIDNEY A AROESTY,Unknown
1311.0,ERIC M. RUTTENBERG,Caucasian
1312.0,G. CRAIG SULLIVAN,Caucasian
1314.0,LEE W. HOGAN,Caucasian
1317.0,DEALEY D HERNDON,Caucasian
1318.0,RICHARD C. VIE,Caucasian
1325.0,LAWRENCE A DEL SANTO,Caucasian
1326.0,ROBERT I MACDONNELL,Caucasian
1327.0,STEVEN BURD,Caucasian
1329.0,JAMES H GREENE JR,Unknown
1330.0,RODNEY F DAMMEYER,Caucasian
1332.0,MELVIN J GORDON,Caucasian
1333.0,SHELI Z ROSENBERG,Caucasian
1334.0,ELLEN GORDON,Caucasian
1335.0,SAMUEL ZELL,Caucasian
1336.0,BURTON M. JOYCE,Caucasian
1337.0,DAVID A KOCH,Unknown
1339.0,LEE R MITAU,Caucasian
1340.0,ERNEST H DREW,Caucasian
1341.0,J MARTIN,Caucasian
1342.0,RONALD O BAUKOL,Caucasian
1344.0,JANICE D STONEY,Caucasian
1345.0,DANIEL K FRIERSON,Caucasian
1353.0,EARNEST W DEAVENPORT JR,Caucasian
1355.0,DONALD B MARRON,Caucasian
1356.0,FRANK P DOYLE,Caucasian
1357.0,ROBERT N POKELWALDT,Caucasian
1360.0,DENNIS H. CHOOKASZIAN,Caucasian
1366.0,LANDON H ROWLAND,Caucasian
1367.0,WILLIAM H. LACY,Caucasian
1368.0,JAMES D ERICSON,Caucasian
1369.0,EDWARD J. ZORE,Caucasian
1370.0,JEAN GAULIN,Caucasian
1372.0,ARTHUR L GOLDSTEIN,Caucasian
1373.0,WILLIAM KATZ,Caucasian
1374.0,HENRY R SILVERMAN,Unknown
1375.0,JAMES E. BUCKMAN,Caucasian
1376.0,STEPHEN P HOLMES,Caucasian
1377.0,MARTIN L EDELMAN,Caucasian
1378.0,LESLIE M. BAKER JR.,Caucasian
1379.0,HATIM A TYABJI,Asian
1380.0,DANIEL J MIGLIO,Caucasian
1381.0,MARTIN G CARVER,Unknown
1382.0,ROY J CARVER JR,Unknown
1383.0,EDGAR D JANNOTTA,Caucasian
1386.0,JOHN C. MALONE,Caucasian
1387.0,WILLIAM RUE,Caucasian
1388.0,ROBERT E ROSSITER,Caucasian
1389.0,KENNETH L WAY,Caucasian
1391.0,WALDEN C. RHINES,Caucasian
1392.0,JON A SHIRLEY,Caucasian
1393.0,LARRY W MCCURDY,Caucasian
1394.0,MICHAEL J CRITELLI,Caucasian
1397.0,ROBERT E GALLAGHER,Caucasian
1398.0,S LEE KLING,Unknown
1400.0,J PATRICK GALLAGHER JR,Caucasian
1401.0,JAMES R. WIMMER,Caucasian
1402.0,ANDREW H TISCH,Caucasian
1403.0,JAMES S. TISCH,Caucasian
1404.0,JONATHAN TISCH,Caucasian
1407.0,ROBERT E PATRICELLI,Caucasian
1408.0,ROLAND S BOREHAM JR,Caucasian
1409.0,R L QUALLS,Caucasian
1411.0,JACK W EUGSTER,Caucasian
1412.0,A MICHAEL SPENCE,Caucasian
1413.0,LUKE R CORBETT,Caucasian
1416.0,SIDNEY L PORT,Unknown
1417.0,JEROME SCHAFFER,Unknown
1419.0,W JAMES FARRELL,Caucasian
1420.0,OWSLEY BROWN II,Caucasian
1421.0,PETER A. MAGOWAN,Caucasian
1423.0,GEORGE R ROBERTS,Caucasian
1424.0,MICHAEL T. TOKARZ,Caucasian
1425.0,STEPHEN P. KAUFMAN,Caucasian
1426.0,ROBERT E. KLATELL,Caucasian
1427.0,GIDEON ARGOV,Unknown
1429.0,WILLIAM H GRAY III,African-American
1430.0,JOHN BRADEMAS,Unknown
1432.0,JOHN C. WADDELL,Caucasian
1433.0,ROBERT S THROOP,Unknown
1437.0,JACK E. THOMPSON,Caucasian
1439.0,JOSEPH H LEMIEUX,Caucasian
1440.0,EDWARD A GILHULY,Caucasian
1442.0,JOHN J. MCMACKIN JR.,Caucasian
1443.0,MICHAEL W MICHELSON,Caucasian
1444.0,GEORGE P STEPHAN,Unknown
1445.0,RICHARD F TEERLINK,Caucasian
1446.0,DONALD A JAMES,Caucasian
1447.0,PETER T POPE,Caucasian
1448.0,MICHAEL G FITT,Caucasian
1449.0,JACK D MICHAELS,Unknown
1450.0,DAVID S POTTRUCK,Caucasian
1451.0,HARRY M CORNELL JR,Caucasian
1453.0,FELIX E WRIGHT,Caucasian
1456.0,JAMES L MANN,Caucasian
1457.0,ALBERTO SANGIOVANNI-VINCENTELLI,Caucasian
1458.0,GREGORY S BENTLEY,Unknown
1459.0,BERNARD GOLDSTEIN,Caucasian
1460.0,WARREN V. MUSSER,Caucasian
1463.0,ARNOLD J LEVINE,Caucasian
1467.0,CLAIBORNE P. DEMING,Caucasian
1469.0,MICHAEL O MAFFIE,Caucasian
1470.0,WILLIAM C. NOLAN JR.,Caucasian
1471.0,CAROLINE G THEUS,Caucasian
1472.0,R. MADISON MURPHY,Caucasian
1473.0,CARL H LINDNER,Caucasian
1475.0,DAVID A JONES,Caucasian
1476.0,JAMES J GLASSER,Caucasian
1477.0,ARTHUR C MARTINEZ,Caucasian
1478.0,DAVID A JONES JR.,Caucasian
1479.0,WILLIAM POWELL,Caucasian
1480.0,MICHAEL B. BRACY,Caucasian
1482.0,WILLIAM F ALDINGER,Caucasian
1483.0,FRED BAUER,Caucasian
1484.0,JOHN MULDER,Unknown
1485.0,KENNETH L LA GRAND,Caucasian
1486.0,ARLYN LANTING,Unknown
1488.0,WILLIAM W MCGUIRE,Caucasian
1489.0,RICHARD T. BURKE SR.,Caucasian
1490.0,PAUL R CHARRON,Caucasian
1491.0,DONALD E GRAHAM,Caucasian
1493.0,RICHARD D SIMMONS,Caucasian
1494.0,HAROLD M MESSMER JR,Caucasian
1495.0,FREDERICK RICHMAN,Caucasian
1496.0,THOMAS J RYAN,Unknown
1498.0,ANTHONY W. DEERING,Caucasian
1501.0,GEORGE J GILLESPIE III,Unknown
1502.0,PETER J SOLOMON,Caucasian
1503.0,BRUCE G WILLISON,Caucasian
1504.0,FRANK E. GRZELECKI,Caucasian
1505.0,ROBERT M HADDOCK,Caucasian
1506.0,PAUL E RUBELI,Unknown
1507.0,GLENN R. SIMMONS,Caucasian
1508.0,HAROLD C. SIMMONS,Caucasian
1509.0,CHARLES M CLOUGH,Unknown
1514.0,LEE FOSTER,Caucasian
1518.0,THOMAS G DIGNAN JR,Unknown
1519.0,A EARL SWIFT,Caucasian
1520.0,VIRGIL N SWIFT,Caucasian
1525.0,RONALD M GROSS,Caucasian
1526.0,ERNEST MARIO,Caucasian
1527.0,TULLY M FRIEDMAN,Caucasian
1531.0,MICHAEL C RUETTGERS,Caucasian
1532.0,MICHAEL J. CRONIN,Caucasian
1533.0,W PAUL FITZGERALD,Caucasian
1538.0,ROBERT L ALLBRITTON,Caucasian
1541.0,LAWRENCE I HEBERT,Unknown
1542.0,STEVEN B. PFEIFFER,Caucasian
1543.0,JACK VALENTI,Unknown
1544.0,WILLIAM CLAY FORD JR.,Caucasian
1545.0,JIMMY A. DEW,Caucasian
1546.0,WILLIAM A SIMPSON,Unknown
1547.0,PETER LARDNER,Unknown
1548.0,ANTHONY F COLAO,Unknown
1549.0,ALDO ZUCARO,Caucasian
1550.0,JOHN F. KELLY,Caucasian
1552.0,BRUCE R KENNEDY,Caucasian
1553.0,PAUL M MONTRONE,Unknown
1554.0,HERBERT D KELLEHER,Caucasian
1555.0,C CROCKETT,Caucasian
1556.0,TRAVIS C. JOHNSON,Caucasian
1558.0,KENNETH W ORCE,Unknown
1560.0,MELVIN S COHEN,Unknown
1561.0,MARYJO COHEN,Unknown
1562.0,RICHARD W EVANS JR,Caucasian
1563.0,ISAAC ARNOLD JR,Caucasian
1564.0,TOM C FROST,Caucasian
1565.0,JAMES L HAYNE,Caucasian
1567.0,ROBERT S MCCLANE,Caucasian
1570.0,J SMITH LANIER II,Caucasian
1572.0,CARL I. GABLE,Caucasian
1573.0,RAY C. ANDERSON,Caucasian
1576.0,CHARLES R. EITEL,Caucasian
1578.0,ROBERT L RECCHIA,Caucasian
1579.0,JOHN G. TURNER,Caucasian
1581.0,JOHN M KEELER,Caucasian
1587.0,DIETER H HUCKESTEIN,Caucasian
1589.0,BARRY J GALT,Caucasian
1590.0,J B HUNT,Unknown
1591.0,JOHNELLE D HUNT,Unknown
1592.0,KIRK THOMPSON,Caucasian
1593.0,WILFRED J CORRIGAN,Caucasian
1594.0,JONATHAN H KAGAN,Unknown
1595.0,WILLIAM BINDLEY,Caucasian
1596.0,ANDREW G GALEF,Caucasian
1597.0,PAUL J. EVANSON,Caucasian
1598.0,RICHARD I REYNOLDS,Unknown
1599.0,JOHN F MEIER,Caucasian
1600.0,MICHAEL D MCCORMICK,Unknown
1601.0,THOMAS J SALENTINE,Caucasian
1602.0,CLIFFORD ILLIG,Caucasian
1603.0,NEAL PATTERSON,Caucasian
1604.0,FRANK J. BORELLI,Caucasian
1605.0,A JC SMITH,Caucasian
1606.0,PETER COSTER,Unknown
1609.0,THOMAS M DUFF,Caucasian
1612.0,ERROLL DAVIS,African-American
1613.0,JUDITH D. PYLE,Caucasian
1615.0,JOHN F CROWEAK,Caucasian
1617.0,EDWARD L HUTTON,Caucasian
1618.0,JOEL F GEMUNDER,Caucasian
1620.0,DAVID B. LEWIS,Unknown
1623.0,THOMAS C HUTTON,Caucasian
1624.0,SANDRA E LANEY,Caucasian
1625.0,KEVIN J. MCNAMARA,Caucasian
1626.0,RICHARD D PARSONS,African-American
1627.0,DAVID M FRIEDSON,Caucasian
1629.0,LAI KIN,
1631.0,BERNARD L SCHWARTZ,Unknown
1632.0,CHARLES A DAVIS,Caucasian
1633.0,JOSEPH J MELONE,Caucasian
1634.0,JERRY R. SATRUM,Caucasian
1638.0,JAMES R SEWARD,Unknown
1640.0,JOHN A. EDWARDSON,Caucasian
1641.0,EARL G GRAVES SR.,African-American
1642.0,WILLIAM R CHANEY,Caucasian
1643.0,MICHAEL J KOWALSKI,Caucasian
1644.0,JAMES E. QUINN,Caucasian
1645.0,CHARLES K MARQUIS,Caucasian
1647.0,SAMUEL L GINN,Caucasian
1648.0,HERBERT H CHAMPLIN,Caucasian
1649.0,JAMES R. GIBBS,Caucasian
1651.0,TIMOTHY S O'TOOLE,Caucasian
1655.0,WALTER L KREBS,Caucasian
1657.0,W HANKS,Caucasian
1658.0,GLEN F POST III,Caucasian
1660.0,HARVEY P PERRY,Caucasian
1661.0,WILLIAM R BOLES JR,Caucasian
1663.0,R L HARGROVE JR,Caucasian
1665.0,JOHN F O'BRIEN,Caucasian
1666.0,HENRI A TERMEER,Caucasian
1667.0,HENRY E BLAIR,Unknown
1668.0,CHARLES L COONEY,Caucasian
1669.0,ROBERT J. CARPENTER,Caucasian
1670.0,DOUGLAS A. BERTHIAUME,Caucasian
1671.0,JOSEPH H WILLIAMS,Caucasian
1672.0,RICHARD GRIGG,Caucasian
1673.0,RICHARD A ABDOO,Caucasian
1678.0,HENRY C DUQUES,Caucasian
1680.0,JAMES E OESTERREICHER,Caucasian
1681.0,KENT KRESA,Caucasian
1683.0,ANTHONY M MARLON,Caucasian
1684.0,ERIN E MACDONALD,Unknown
1685.0,WILLIAM J RAGGIO,Caucasian
1686.0,FRANCIS L MCKONE,Unknown
1688.0,J KENNETH LOOLOIAN,Unknown
1691.0,CHARLES F FARRELL JR,Unknown
1692.0,LOUIS L BORICK,Caucasian
1693.0,RAYMOND C BROWN,Caucasian
1694.0,R JEFFREY ORNSTEIN,Caucasian
1695.0,STEVEN J BORICK,Unknown
1698.0,BRUCE CRAWFORD,Caucasian
1701.0,JOHN D. WREN,Caucasian
1704.0,LARRY G. KIRK,Caucasian
1705.0,JOHN W. SPIEGEL,Unknown
1707.0,DAVID E SIMON,Caucasian
1708.0,JAMES C SMITH,Caucasian
1709.0,DANIEL S BRUNNER,Caucasian
1710.0,CHARLES E BAYLESS,Unknown
1711.0,THOMAS PRITZKER,Caucasian
1714.0,JOHN E. WELSH III,Caucasian
1719.0,ROBERT L. TILLMAN,Caucasian
1720.0,ROBERT L STRICKLAND,Unknown
1721.0,HERBERT M BAUM,Caucasian
1722.0,LAWRENCE SILLS,Caucasian
1723.0,ARTHUR D DAVIS,Unknown
1724.0,PAUL E RAETHER,Unknown
1725.0,RICHARD G LESSER,Caucasian
1728.0,HOWARD I SMITH,Caucasian
1729.0,CHARLES E. SCHARLAU,Caucasian
1732.0,STUART G MOLDAW,Caucasian
1735.0,HOWARD E. COSGROVE,Caucasian
1736.0,RICHARD S. HILL,Caucasian
1737.0,JOHN J MACK,Caucasian
1739.0,LEONARD M. LODISH,Caucasian
1740.0,SCOTT D. SHEFFIELD,Caucasian
1742.0,NGAIRE E. CUNEO,Caucasian
1744.0,KENNETH R. MOURTON,Caucasian
1745.0,VICTOR L. LUND,Caucasian
1746.0,HENRY I BRYANT,Caucasian
1747.0,ARTHUR H ARONSON,Unknown
1748.0,ROBERT P BOZZONE,Caucasian
1749.0,PARKER H PETIT,Unknown
1751.0,DANIEL P LANDGUTH,Caucasian
1753.0,EDWARD E PENHOET,Caucasian
1754.0,PIERRE E DOUAZE,Caucasian
1755.0,EUGENE A. MILLER,Caucasian
1757.0,HUTHAM S. OLAYAN,Asian
1758.0,HERBERT KURZ,Unknown
